"Step","background_garden - twodgs/loss_normal","background_garden - twodgs/loss_normal__MIN","background_garden - twodgs/loss_normal__MAX","object_A - twodgs/loss_normal","object_A - twodgs/loss_normal__MIN","object_A - twodgs/loss_normal__MAX"
"7488","0.020553747192025185","0.020553747192025185","0.020553747192025185","0.045622818171978","0.045622818171978","0.045622818171978"
"7489","0.020428013056516647","0.020428013056516647","0.020428013056516647","0.0457351878285408","0.0457351878285408","0.0457351878285408"
"7490","0.02047434262931347","0.02047434262931347","0.02047434262931347","0.04582928121089935","0.04582928121089935","0.04582928121089935"
"7491","0.020047852769494057","0.020047852769494057","0.020047852769494057","0.0465448834002018","0.0465448834002018","0.0465448834002018"
"7492","0.01993405446410179","0.01993405446410179","0.01993405446410179","0.04560354724526405","0.04560354724526405","0.04560354724526405"
"7493","0.02103850245475769","0.02103850245475769","0.02103850245475769","0.0448853000998497","0.0448853000998497","0.0448853000998497"
"7494","0.022243682295084","0.022243682295084","0.022243682295084","0.04466860741376877","0.04466860741376877","0.04466860741376877"
"7495","0.021707437932491302","0.021707437932491302","0.021707437932491302","0.04513675719499588","0.04513675719499588","0.04513675719499588"
"7496","0.02111547254025936","0.02111547254025936","0.02111547254025936","0.04461348429322243","0.04461348429322243","0.04461348429322243"
"7497","0.02184009738266468","0.02184009738266468","0.02184009738266468","0.044483162462711334","0.044483162462711334","0.044483162462711334"
"7498","0.020884906873106956","0.020884906873106956","0.020884906873106956","0.045475397258996964","0.045475397258996964","0.045475397258996964"
"7499","0.020912474021315575","0.020912474021315575","0.020912474021315575","0.04564588516950607","0.04564588516950607","0.04564588516950607"
"7500","0.020798539742827415","0.020798539742827415","0.020798539742827415","0.045258235186338425","0.045258235186338425","0.045258235186338425"
"7501","0.0208347849547863","0.0208347849547863","0.0208347849547863","0.045224808156490326","0.045224808156490326","0.045224808156490326"
"7502","0.02053009159862995","0.02053009159862995","0.02053009159862995","0.04526224732398987","0.04526224732398987","0.04526224732398987"
"7503","0.0205758735537529","0.0205758735537529","0.0205758735537529","0.04458959773182869","0.04458959773182869","0.04458959773182869"
"7504","0.020219480618834496","0.020219480618834496","0.020219480618834496","0.045410286635160446","0.045410286635160446","0.045410286635160446"
"7505","0.020602619275450706","0.020602619275450706","0.020602619275450706","0.0453549399971962","0.0453549399971962","0.0453549399971962"
"7506","0.021089529618620872","0.021089529618620872","0.021089529618620872","0.0450197272002697","0.0450197272002697","0.0450197272002697"
"7507","0.021190660074353218","0.021190660074353218","0.021190660074353218","0.04536263272166252","0.04536263272166252","0.04536263272166252"
"7508","0.020866194739937782","0.020866194739937782","0.020866194739937782","0.045084398239851","0.045084398239851","0.045084398239851"
"7509","0.020346613600850105","0.020346613600850105","0.020346613600850105","0.04557233303785324","0.04557233303785324","0.04557233303785324"
"7510","0.01998099870979786","0.01998099870979786","0.01998099870979786","0.046296145766973495","0.046296145766973495","0.046296145766973495"
"7511","0.020227553322911263","0.020227553322911263","0.020227553322911263","0.0453878752887249","0.0453878752887249","0.0453878752887249"
"7512","0.02155521884560585","0.02155521884560585","0.02155521884560585","0.04577261209487915","0.04577261209487915","0.04577261209487915"
"7513","0.02097458764910698","0.02097458764910698","0.02097458764910698","0.04519536718726158","0.04519536718726158","0.04519536718726158"
"7514","0.02095436118543148","0.02095436118543148","0.02095436118543148","0.0455014668405056","0.0455014668405056","0.0455014668405056"
"7515","0.02040836401283741","0.02040836401283741","0.02040836401283741","0.04506770148873329","0.04506770148873329","0.04506770148873329"
"7516","0.020731071010231972","0.020731071010231972","0.020731071010231972","0.04527217149734497","0.04527217149734497","0.04527217149734497"
"7517","0.020282424986362457","0.020282424986362457","0.020282424986362457","0.04538898169994354","0.04538898169994354","0.04538898169994354"
"7518","0.01934637315571308","0.01934637315571308","0.01934637315571308","0.04504792392253876","0.04504792392253876","0.04504792392253876"
"7519","0.019297854974865913","0.019297854974865913","0.019297854974865913","0.04491857811808586","0.04491857811808586","0.04491857811808586"
"7520","0.01983639784157276","0.01983639784157276","0.01983639784157276","0.04494602233171463","0.04494602233171463","0.04494602233171463"
"7521","0.02028788812458515","0.02028788812458515","0.02028788812458515","0.04517487436532974","0.04517487436532974","0.04517487436532974"
"7522","0.020539473742246628","0.020539473742246628","0.020539473742246628","0.04545113071799278","0.04545113071799278","0.04545113071799278"
"7523","0.020529260858893394","0.020529260858893394","0.020529260858893394","0.04602053016424179","0.04602053016424179","0.04602053016424179"
"7524","0.02080490253865719","0.02080490253865719","0.02080490253865719","0.04585051164031029","0.04585051164031029","0.04585051164031029"
"7525","0.01999993994832039","0.01999993994832039","0.01999993994832039","0.04520821198821068","0.04520821198821068","0.04520821198821068"
"7526","0.019733963534235954","0.019733963534235954","0.019733963534235954","0.04532932862639427","0.04532932862639427","0.04532932862639427"
"7527","0.019805140793323517","0.019805140793323517","0.019805140793323517","0.04594578221440315","0.04594578221440315","0.04594578221440315"
"7528","0.021656304597854614","0.021656304597854614","0.021656304597854614","0.04580319672822952","0.04580319672822952","0.04580319672822952"
"7529","0.02156396582722664","0.02156396582722664","0.02156396582722664","0.04488149657845497","0.04488149657845497","0.04488149657845497"
"7530","0.020656447857618332","0.020656447857618332","0.020656447857618332","0.04478742927312851","0.04478742927312851","0.04478742927312851"
"7531","0.020546354353427887","0.020546354353427887","0.020546354353427887","0.044869452714920044","0.044869452714920044","0.044869452714920044"
"7532","0.020636433735489845","0.020636433735489845","0.020636433735489845","0.044780030846595764","0.044780030846595764","0.044780030846595764"
"7533","0.020427128300070763","0.020427128300070763","0.020427128300070763","0.04540998861193657","0.04540998861193657","0.04540998861193657"
"7534","0.022466221824288368","0.022466221824288368","0.022466221824288368","0.04533353075385094","0.04533353075385094","0.04533353075385094"
"7535","0.021487465128302574","0.021487465128302574","0.021487465128302574","0.04492499306797981","0.04492499306797981","0.04492499306797981"
"7536","0.020831141620874405","0.020831141620874405","0.020831141620874405","0.04476528614759445","0.04476528614759445","0.04476528614759445"
"7537","0.020171256735920906","0.020171256735920906","0.020171256735920906","0.045231133699417114","0.045231133699417114","0.045231133699417114"
"7538","0.020171022042632103","0.020171022042632103","0.020171022042632103","0.04609372839331627","0.04609372839331627","0.04609372839331627"
"7539","0.020537735894322395","0.020537735894322395","0.020537735894322395","0.04576670378446579","0.04576670378446579","0.04576670378446579"
"7540","0.020308971405029297","0.020308971405029297","0.020308971405029297","0.046237800270318985","0.046237800270318985","0.046237800270318985"
"7541","0.01996864564716816","0.01996864564716816","0.01996864564716816","0.04608588293194771","0.04608588293194771","0.04608588293194771"
"7542","0.020267369225621223","0.020267369225621223","0.020267369225621223","0.046172551810741425","0.046172551810741425","0.046172551810741425"
"7543","0.02012563869357109","0.02012563869357109","0.02012563869357109","0.045501068234443665","0.045501068234443665","0.045501068234443665"
"7544","0.021172720938920975","0.021172720938920975","0.021172720938920975","0.04562293738126755","0.04562293738126755","0.04562293738126755"
"7545","0.021212516352534294","0.021212516352534294","0.021212516352534294","0.046412914991378784","0.046412914991378784","0.046412914991378784"
"7546","0.021296383813023567","0.021296383813023567","0.021296383813023567","0.04649422690272331","0.04649422690272331","0.04649422690272331"
"7547","0.02112262323498726","0.02112262323498726","0.02112262323498726","0.04625267907977104","0.04625267907977104","0.04625267907977104"
"7548","0.021773332729935646","0.021773332729935646","0.021773332729935646","0.04563025012612343","0.04563025012612343","0.04563025012612343"
"7549","0.0220889151096344","0.0220889151096344","0.0220889151096344","0.044862907379865646","0.044862907379865646","0.044862907379865646"
"7550","0.02117401733994484","0.02117401733994484","0.02117401733994484","0.04496912658214569","0.04496912658214569","0.04496912658214569"
"7551","0.022347554564476013","0.022347554564476013","0.022347554564476013","0.04520242288708687","0.04520242288708687","0.04520242288708687"
"7552","0.021546853706240654","0.021546853706240654","0.021546853706240654","0.04478423669934273","0.04478423669934273","0.04478423669934273"
"7553","0.02083931863307953","0.02083931863307953","0.02083931863307953","0.04524796083569527","0.04524796083569527","0.04524796083569527"
"7554","0.020832134410738945","0.020832134410738945","0.020832134410738945","0.044859379529953","0.044859379529953","0.044859379529953"
"7555","0.021490059792995453","0.021490059792995453","0.021490059792995453","0.04441196843981743","0.04441196843981743","0.04441196843981743"
"7556","0.020468104630708694","0.020468104630708694","0.020468104630708694","0.044404394924640656","0.044404394924640656","0.044404394924640656"
"7557","0.020931538194417953","0.020931538194417953","0.020931538194417953","0.044988542795181274","0.044988542795181274","0.044988542795181274"
"7558","0.020667865872383118","0.020667865872383118","0.020667865872383118","0.044589605182409286","0.044589605182409286","0.044589605182409286"
"7559","0.020621510222554207","0.020621510222554207","0.020621510222554207","0.044974301010370255","0.044974301010370255","0.044974301010370255"
"7560","0.021223556250333786","0.021223556250333786","0.021223556250333786","0.04532373324036598","0.04532373324036598","0.04532373324036598"
"7561","0.021159881725907326","0.021159881725907326","0.021159881725907326","0.04541784152388573","0.04541784152388573","0.04541784152388573"
"7562","0.02016962319612503","0.02016962319612503","0.02016962319612503","0.04602179676294327","0.04602179676294327","0.04602179676294327"
"7563","0.020068008452653885","0.020068008452653885","0.020068008452653885","0.04614692181348801","0.04614692181348801","0.04614692181348801"
"7564","0.020051447674632072","0.020051447674632072","0.020051447674632072","0.045529719442129135","0.045529719442129135","0.045529719442129135"
"7565","0.021051399409770966","0.021051399409770966","0.021051399409770966","0.04470960423350334","0.04470960423350334","0.04470960423350334"
"7566","0.020436279475688934","0.020436279475688934","0.020436279475688934","0.04577070102095604","0.04577070102095604","0.04577070102095604"
"7567","0.019645055755972862","0.019645055755972862","0.019645055755972862","0.045173924416303635","0.045173924416303635","0.045173924416303635"
"7568","0.019835660234093666","0.019835660234093666","0.019835660234093666","0.04479333385825157","0.04479333385825157","0.04479333385825157"
"7569","0.019650636240839958","0.019650636240839958","0.019650636240839958","0.045222073793411255","0.045222073793411255","0.045222073793411255"
"7570","0.020151160657405853","0.020151160657405853","0.020151160657405853","0.04520624130964279","0.04520624130964279","0.04520624130964279"
"7571","0.02030092664062977","0.02030092664062977","0.02030092664062977","0.04461364448070526","0.04461364448070526","0.04461364448070526"
"7572","0.020314933732151985","0.020314933732151985","0.020314933732151985","0.045097626745700836","0.045097626745700836","0.045097626745700836"
"7573","0.021243616938591003","0.021243616938591003","0.021243616938591003","0.04579658433794975","0.04579658433794975","0.04579658433794975"
"7574","0.021601757034659386","0.021601757034659386","0.021601757034659386","0.0451204888522625","0.0451204888522625","0.0451204888522625"
"7575","0.021524988114833832","0.021524988114833832","0.021524988114833832","0.044811736792325974","0.044811736792325974","0.044811736792325974"
"7576","0.020818375051021576","0.020818375051021576","0.020818375051021576","0.04486473649740219","0.04486473649740219","0.04486473649740219"
"7577","0.022183576598763466","0.022183576598763466","0.022183576598763466","0.04495621100068092","0.04495621100068092","0.04495621100068092"
"7578","0.021029045805335045","0.021029045805335045","0.021029045805335045","0.04507358372211456","0.04507358372211456","0.04507358372211456"
"7579","0.021602170541882515","0.021602170541882515","0.021602170541882515","0.04525836557149887","0.04525836557149887","0.04525836557149887"
"7580","0.021205643191933632","0.021205643191933632","0.021205643191933632","0.044629260897636414","0.044629260897636414","0.044629260897636414"
"7581","0.020100003108382225","0.020100003108382225","0.020100003108382225","0.04508882388472557","0.04508882388472557","0.04508882388472557"
"7582","0.019937075674533844","0.019937075674533844","0.019937075674533844","0.04489810764789581","0.04489810764789581","0.04489810764789581"
"7583","0.019515525549650192","0.019515525549650192","0.019515525549650192","0.04452531784772873","0.04452531784772873","0.04452531784772873"
"7584","0.019450867548584938","0.019450867548584938","0.019450867548584938","0.04449839890003204","0.04449839890003204","0.04449839890003204"
"7585","0.0199660062789917","0.0199660062789917","0.0199660062789917","0.045055899769067764","0.045055899769067764","0.045055899769067764"
"7586","0.020680340006947517","0.020680340006947517","0.020680340006947517","0.04537540674209595","0.04537540674209595","0.04537540674209595"
"7587","0.019875412806868553","0.019875412806868553","0.019875412806868553","0.04625683277845383","0.04625683277845383","0.04625683277845383"
"7588","0.019762612879276276","0.019762612879276276","0.019762612879276276","0.04594399034976959","0.04594399034976959","0.04594399034976959"
"7589","0.019592180848121643","0.019592180848121643","0.019592180848121643","0.04620867967605591","0.04620867967605591","0.04620867967605591"
"7590","0.01912701316177845","0.01912701316177845","0.01912701316177845","0.04559021815657616","0.04559021815657616","0.04559021815657616"
"7591","0.018913835287094116","0.018913835287094116","0.018913835287094116","0.04568730294704437","0.04568730294704437","0.04568730294704437"
"7592","0.019129091873764992","0.019129091873764992","0.019129091873764992","0.04592065513134003","0.04592065513134003","0.04592065513134003"
"7593","0.02018604427576065","0.02018604427576065","0.02018604427576065","0.04535309597849846","0.04535309597849846","0.04535309597849846"
"7594","0.0197495948523283","0.0197495948523283","0.0197495948523283","0.044909361749887466","0.044909361749887466","0.044909361749887466"
"7595","0.01926789991557598","0.01926789991557598","0.01926789991557598","0.04531298205256462","0.04531298205256462","0.04531298205256462"
"7596","0.01916157454252243","0.01916157454252243","0.01916157454252243","0.04539894312620163","0.04539894312620163","0.04539894312620163"
"7597","0.01901019550859928","0.01901019550859928","0.01901019550859928","0.04483170062303543","0.04483170062303543","0.04483170062303543"
"7598","0.01955477148294449","0.01955477148294449","0.01955477148294449","0.044525790959596634","0.044525790959596634","0.044525790959596634"
"7599","0.019616009667515755","0.019616009667515755","0.019616009667515755","0.04507410526275635","0.04507410526275635","0.04507410526275635"
"7600","0.018935227766633034","0.018935227766633034","0.018935227766633034","0.04514766484498978","0.04514766484498978","0.04514766484498978"
"7601","0.019261308014392853","0.019261308014392853","0.019261308014392853","0.04544860124588013","0.04544860124588013","0.04544860124588013"
"7602","0.0188906230032444","0.0188906230032444","0.0188906230032444","0.04467395320534706","0.04467395320534706","0.04467395320534706"
"7603","0.019436702132225037","0.019436702132225037","0.019436702132225037","0.045446254312992096","0.045446254312992096","0.045446254312992096"
"7604","0.019882481545209885","0.019882481545209885","0.019882481545209885","0.044777169823646545","0.044777169823646545","0.044777169823646545"
"7605","0.01994355209171772","0.01994355209171772","0.01994355209171772","0.045081283897161484","0.045081283897161484","0.045081283897161484"
"7606","0.01950101926922798","0.01950101926922798","0.01950101926922798","0.04538651555776596","0.04538651555776596","0.04538651555776596"
"7607","0.019979996606707573","0.019979996606707573","0.019979996606707573","0.045438528060913086","0.045438528060913086","0.045438528060913086"
"7608","0.02046584151685238","0.02046584151685238","0.02046584151685238","0.04547020047903061","0.04547020047903061","0.04547020047903061"
"7609","0.019987551495432854","0.019987551495432854","0.019987551495432854","0.044778164476156235","0.044778164476156235","0.044778164476156235"
"7610","0.019374165683984756","0.019374165683984756","0.019374165683984756","0.04519760608673096","0.04519760608673096","0.04519760608673096"
"7611","0.01938004046678543","0.01938004046678543","0.01938004046678543","0.0448465459048748","0.0448465459048748","0.0448465459048748"
"7612","0.01934509351849556","0.01934509351849556","0.01934509351849556","0.04524747654795647","0.04524747654795647","0.04524747654795647"
"7613","0.018963387235999107","0.018963387235999107","0.018963387235999107","0.046093251556158066","0.046093251556158066","0.046093251556158066"
"7614","0.01934189163148403","0.01934189163148403","0.01934189163148403","0.04548046365380287","0.04548046365380287","0.04548046365380287"
"7615","0.019564568996429443","0.019564568996429443","0.019564568996429443","0.04579553008079529","0.04579553008079529","0.04579553008079529"
"7616","0.019515497609972954","0.019515497609972954","0.019515497609972954","0.045167870819568634","0.045167870819568634","0.045167870819568634"
"7617","0.019436541944742203","0.019436541944742203","0.019436541944742203","0.04541093856096268","0.04541093856096268","0.04541093856096268"
"7618","0.01971561834216118","0.01971561834216118","0.01971561834216118","0.04601140320301056","0.04601140320301056","0.04601140320301056"
"7619","0.020704956725239754","0.020704956725239754","0.020704956725239754","0.04577905684709549","0.04577905684709549","0.04577905684709549"
"7620","0.02021007239818573","0.02021007239818573","0.02021007239818573","0.04532025754451752","0.04532025754451752","0.04532025754451752"
"7621","0.019931193441152573","0.019931193441152573","0.019931193441152573","0.044994935393333435","0.044994935393333435","0.044994935393333435"
"7622","0.019492024555802345","0.019492024555802345","0.019492024555802345","0.04470818489789963","0.04470818489789963","0.04470818489789963"
"7623","0.020503848791122437","0.020503848791122437","0.020503848791122437","0.04458949342370033","0.04458949342370033","0.04458949342370033"
"7624","0.021641133353114128","0.021641133353114128","0.021641133353114128","0.04577883705496788","0.04577883705496788","0.04577883705496788"
"7625","0.021922964602708817","0.021922964602708817","0.021922964602708817","0.045311518013477325","0.045311518013477325","0.045311518013477325"
"7626","0.022415101528167725","0.022415101528167725","0.022415101528167725","0.045156702399253845","0.045156702399253845","0.045156702399253845"
"7627","0.02315516583621502","0.02315516583621502","0.02315516583621502","0.04582049697637558","0.04582049697637558","0.04582049697637558"
"7628","0.021245144307613373","0.021245144307613373","0.021245144307613373","0.045807573944330215","0.045807573944330215","0.045807573944330215"
"7629","0.02029576152563095","0.02029576152563095","0.02029576152563095","0.04601665213704109","0.04601665213704109","0.04601665213704109"
"7630","0.02042090706527233","0.02042090706527233","0.02042090706527233","0.04567781090736389","0.04567781090736389","0.04567781090736389"
"7631","0.019770901650190353","0.019770901650190353","0.019770901650190353","0.0454229861497879","0.0454229861497879","0.0454229861497879"
"7632","0.019648978486657143","0.019648978486657143","0.019648978486657143","0.04493904858827591","0.04493904858827591","0.04493904858827591"
"7633","0.020037587732076645","0.020037587732076645","0.020037587732076645","0.04480321332812309","0.04480321332812309","0.04480321332812309"
"7634","0.020570650696754456","0.020570650696754456","0.020570650696754456","0.04519417881965637","0.04519417881965637","0.04519417881965637"
"7635","0.01964779943227768","0.01964779943227768","0.01964779943227768","0.044962380081415176","0.044962380081415176","0.044962380081415176"
"7636","0.019755814224481583","0.019755814224481583","0.019755814224481583","0.04530264064669609","0.04530264064669609","0.04530264064669609"
"7637","0.020073695108294487","0.020073695108294487","0.020073695108294487","0.045278869569301605","0.045278869569301605","0.045278869569301605"
"7638","0.020244581624865532","0.020244581624865532","0.020244581624865532","0.045485273003578186","0.045485273003578186","0.045485273003578186"
"7639","0.020269446074962616","0.020269446074962616","0.020269446074962616","0.045648153871297836","0.045648153871297836","0.045648153871297836"
"7640","0.019801286980509758","0.019801286980509758","0.019801286980509758","0.04559437558054924","0.04559437558054924","0.04559437558054924"
"7641","0.01937880553305149","0.01937880553305149","0.01937880553305149","0.045029282569885254","0.045029282569885254","0.045029282569885254"
"7642","0.020400872454047203","0.020400872454047203","0.020400872454047203","0.045518580824136734","0.045518580824136734","0.045518580824136734"
"7643","0.019718633964657784","0.019718633964657784","0.019718633964657784","0.04550570249557495","0.04550570249557495","0.04550570249557495"
"7644","0.021168606355786324","0.021168606355786324","0.021168606355786324","0.045462124049663544","0.045462124049663544","0.045462124049663544"
"7645","0.020803585648536682","0.020803585648536682","0.020803585648536682","0.04497530311346054","0.04497530311346054","0.04497530311346054"
"7646","0.02110244892537594","0.02110244892537594","0.02110244892537594","0.044450342655181885","0.044450342655181885","0.044450342655181885"
"7647","0.02017136849462986","0.02017136849462986","0.02017136849462986","0.04485418647527695","0.04485418647527695","0.04485418647527695"
"7648","0.019579067826271057","0.019579067826271057","0.019579067826271057","0.04428153112530708","0.04428153112530708","0.04428153112530708"
"7649","0.01957317255437374","0.01957317255437374","0.01957317255437374","0.04423656314611435","0.04423656314611435","0.04423656314611435"
"7650","0.020287731662392616","0.020287731662392616","0.020287731662392616","0.04529669135808945","0.04529669135808945","0.04529669135808945"
"7651","0.020255528390407562","0.020255528390407562","0.020255528390407562","0.04550087824463844","0.04550087824463844","0.04550087824463844"
"7652","0.019894948229193687","0.019894948229193687","0.019894948229193687","0.044924285262823105","0.044924285262823105","0.044924285262823105"
"7653","0.020558757707476616","0.020558757707476616","0.020558757707476616","0.04491668567061424","0.04491668567061424","0.04491668567061424"
"7654","0.021098509430885315","0.021098509430885315","0.021098509430885315","0.044747017323970795","0.044747017323970795","0.044747017323970795"
"7655","0.02132795937359333","0.02132795937359333","0.02132795937359333","0.04462995380163193","0.04462995380163193","0.04462995380163193"
"7656","0.02017122134566307","0.02017122134566307","0.02017122134566307","0.044251665472984314","0.044251665472984314","0.044251665472984314"
"7657","0.019839394837617874","0.019839394837617874","0.019839394837617874","0.044273074716329575","0.044273074716329575","0.044273074716329575"
"7658","0.020987030118703842","0.020987030118703842","0.020987030118703842","0.04558796063065529","0.04558796063065529","0.04558796063065529"
"7659","0.02020302228629589","0.02020302228629589","0.02020302228629589","0.04540890455245972","0.04540890455245972","0.04540890455245972"
"7660","0.019873347133398056","0.019873347133398056","0.019873347133398056","0.045246098190546036","0.045246098190546036","0.045246098190546036"
"7661","0.018789667636156082","0.018789667636156082","0.018789667636156082","0.044723283499479294","0.044723283499479294","0.044723283499479294"
"7662","0.018350137397646904","0.018350137397646904","0.018350137397646904","0.04576912149786949","0.04576912149786949","0.04576912149786949"
"7663","0.019727323204278946","0.019727323204278946","0.019727323204278946","0.04575912281870842","0.04575912281870842","0.04575912281870842"
"7664","0.019735751673579216","0.019735751673579216","0.019735751673579216","0.046178411692380905","0.046178411692380905","0.046178411692380905"
"7665","0.01927749440073967","0.01927749440073967","0.01927749440073967","0.046049557626247406","0.046049557626247406","0.046049557626247406"
"7666","0.01865413598716259","0.01865413598716259","0.01865413598716259","0.0453868992626667","0.0453868992626667","0.0453868992626667"
"7667","0.019805148243904114","0.019805148243904114","0.019805148243904114","0.04575498774647713","0.04575498774647713","0.04575498774647713"
"7668","0.01930960826575756","0.01930960826575756","0.01930960826575756","0.04608599841594696","0.04608599841594696","0.04608599841594696"
"7669","0.01884397864341736","0.01884397864341736","0.01884397864341736","0.045318908989429474","0.045318908989429474","0.045318908989429474"
"7670","0.018467620015144348","0.018467620015144348","0.018467620015144348","0.045711711049079895","0.045711711049079895","0.045711711049079895"
"7671","0.018568122759461403","0.018568122759461403","0.018568122759461403","0.04538268968462944","0.04538268968462944","0.04538268968462944"
"7672","0.018533194437623024","0.018533194437623024","0.018533194437623024","0.04458854719996452","0.04458854719996452","0.04458854719996452"
"7673","0.018442194908857346","0.018442194908857346","0.018442194908857346","0.04442238807678223","0.04442238807678223","0.04442238807678223"
"7674","0.019000787287950516","0.019000787287950516","0.019000787287950516","0.044821154326200485","0.044821154326200485","0.044821154326200485"
"7675","0.018625205382704735","0.018625205382704735","0.018625205382704735","0.045091092586517334","0.045091092586517334","0.045091092586517334"
"7676","0.019752761349081993","0.019752761349081993","0.019752761349081993","0.04482687637209892","0.04482687637209892","0.04482687637209892"
"7677","0.019474120810627937","0.019474120810627937","0.019474120810627937","0.04508986324071884","0.04508986324071884","0.04508986324071884"
"7678","0.01886146143078804","0.01886146143078804","0.01886146143078804","0.04580195993185043","0.04580195993185043","0.04580195993185043"
"7679","0.018638145178556442","0.018638145178556442","0.018638145178556442","0.04504773020744324","0.04504773020744324","0.04504773020744324"
"7680","0.018770083785057068","0.018770083785057068","0.018770083785057068","0.04574224725365639","0.04574224725365639","0.04574224725365639"
"7681","0.018167274072766304","0.018167274072766304","0.018167274072766304","0.04593176767230034","0.04593176767230034","0.04593176767230034"
"7682","0.018050596117973328","0.018050596117973328","0.018050596117973328","0.045270778238773346","0.045270778238773346","0.045270778238773346"
"7683","0.01834103651344776","0.01834103651344776","0.01834103651344776","0.04549727588891983","0.04549727588891983","0.04549727588891983"
"7684","0.018369410187005997","0.018369410187005997","0.018369410187005997","0.04504368081688881","0.04504368081688881","0.04504368081688881"
"7685","0.018857741728425026","0.018857741728425026","0.018857741728425026","0.04484955966472626","0.04484955966472626","0.04484955966472626"
"7686","0.0188942551612854","0.0188942551612854","0.0188942551612854","0.045927952975034714","0.045927952975034714","0.045927952975034714"
"7687","0.019142072647809982","0.019142072647809982","0.019142072647809982","0.04564280062913895","0.04564280062913895","0.04564280062913895"
"7688","0.02047705091536045","0.02047705091536045","0.02047705091536045","0.04631480202078819","0.04631480202078819","0.04631480202078819"
"7689","0.019620072096586227","0.019620072096586227","0.019620072096586227","0.046117834746837616","0.046117834746837616","0.046117834746837616"
"7690","0.02095961570739746","0.02095961570739746","0.02095961570739746","0.045716334134340286","0.045716334134340286","0.045716334134340286"
"7691","0.020109843462705612","0.020109843462705612","0.020109843462705612","0.046056997030973434","0.046056997030973434","0.046056997030973434"
"7692","0.01964501105248928","0.01964501105248928","0.01964501105248928","0.045238688588142395","0.045238688588142395","0.045238688588142395"
"7693","0.019449681043624878","0.019449681043624878","0.019449681043624878","0.045327864587306976","0.045327864587306976","0.045327864587306976"
"7694","0.01883722096681595","0.01883722096681595","0.01883722096681595","0.04487273842096329","0.04487273842096329","0.04487273842096329"
"7695","0.019504226744174957","0.019504226744174957","0.019504226744174957","0.04521208256483078","0.04521208256483078","0.04521208256483078"
"7696","0.019179318100214005","0.019179318100214005","0.019179318100214005","0.04545889049768448","0.04545889049768448","0.04545889049768448"
"7697","0.02019498310983181","0.02019498310983181","0.02019498310983181","0.045582883059978485","0.045582883059978485","0.045582883059978485"
"7698","0.019546175375580788","0.019546175375580788","0.019546175375580788","0.04514110088348389","0.04514110088348389","0.04514110088348389"
"7699","0.020420661196112633","0.020420661196112633","0.020420661196112633","0.04454196244478226","0.04454196244478226","0.04454196244478226"
"7700","0.020390192046761513","0.020390192046761513","0.020390192046761513","0.04504134878516197","0.04504134878516197","0.04504134878516197"
"7701","0.02021930180490017","0.02021930180490017","0.02021930180490017","0.044468846172094345","0.044468846172094345","0.044468846172094345"
"7702","0.020945798605680466","0.020945798605680466","0.020945798605680466","0.0446806438267231","0.0446806438267231","0.0446806438267231"
"7703","0.02126959152519703","0.02126959152519703","0.02126959152519703","0.04511765018105507","0.04511765018105507","0.04511765018105507"
"7704","0.019977834075689316","0.019977834075689316","0.019977834075689316","0.044895708560943604","0.044895708560943604","0.044895708560943604"
"7705","0.021177392452955246","0.021177392452955246","0.021177392452955246","0.04501757398247719","0.04501757398247719","0.04501757398247719"
"7706","0.0207590963691473","0.0207590963691473","0.0207590963691473","0.04444900527596474","0.04444900527596474","0.04444900527596474"
"7707","0.019919872283935547","0.019919872283935547","0.019919872283935547","0.04495185241103172","0.04495185241103172","0.04495185241103172"
"7708","0.018975941464304924","0.018975941464304924","0.018975941464304924","0.04589454457163811","0.04589454457163811","0.04589454457163811"
"7709","0.020295454189181328","0.020295454189181328","0.020295454189181328","0.04601782187819481","0.04601782187819481","0.04601782187819481"
"7710","0.01989859715104103","0.01989859715104103","0.01989859715104103","0.046624451875686646","0.046624451875686646","0.046624451875686646"
"7711","0.019849661737680435","0.019849661737680435","0.019849661737680435","0.04629798233509064","0.04629798233509064","0.04629798233509064"
"7712","0.019253583624958992","0.019253583624958992","0.019253583624958992","0.045439496636390686","0.045439496636390686","0.045439496636390686"
"7713","0.019321957603096962","0.019321957603096962","0.019321957603096962","0.04558020830154419","0.04558020830154419","0.04558020830154419"
"7714","0.019151583313941956","0.019151583313941956","0.019151583313941956","0.045014459639787674","0.045014459639787674","0.045014459639787674"
"7715","0.018909908831119537","0.018909908831119537","0.018909908831119537","0.04505479335784912","0.04505479335784912","0.04505479335784912"
"7716","0.018406536430120468","0.018406536430120468","0.018406536430120468","0.04521813616156578","0.04521813616156578","0.04521813616156578"
"7717","0.018164483830332756","0.018164483830332756","0.018164483830332756","0.04495486617088318","0.04495486617088318","0.04495486617088318"
"7718","0.01829664781689644","0.01829664781689644","0.01829664781689644","0.04548264294862747","0.04548264294862747","0.04548264294862747"
"7719","0.02015034481883049","0.02015034481883049","0.02015034481883049","0.0460333414375782","0.0460333414375782","0.0460333414375782"
"7720","0.01987409219145775","0.01987409219145775","0.01987409219145775","0.04592370614409447","0.04592370614409447","0.04592370614409447"
"7721","0.019423844292759895","0.019423844292759895","0.019423844292759895","0.04587792232632637","0.04587792232632637","0.04587792232632637"
"7722","0.01925807259976864","0.01925807259976864","0.01925807259976864","0.04509224370121956","0.04509224370121956","0.04509224370121956"
